,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Date,Amount
154657,549936,22423,REGENCY CAKESTAND 3 TIER,36,13-04-2011 11:29,10.95,15465.0,United Kingdom,2011-04-13,394.2
154660,549937,84879,ASSORTED COLOUR BIRD ORNAMENT,80,13-04-2011 11:40,1.69,15046.0,United Kingdom,2011-04-13,135.2
154667,549938,22087,PAPER BUNTING WHITE LACE,160,13-04-2011 11:42,2.55,13199.0,United Kingdom,2011-04-13,408.0
154668,549939,22954,HEN PARTY CORDON BARRIER TAPE,12,13-04-2011 11:46,1.25,16309.0,United Kingdom,2011-04-13,15.0
154689,549940,84858C,PINK RIVIERA HANDBAG,151,13-04-2011 11:48,1.25,13694.0,United Kingdom,2011-04-13,188.75
154707,549941,75049L,LARGE CIRCULAR MIRROR MOBILE,96,13-04-2011 11:53,0.85,13694.0,United Kingdom,2011-04-13,81.6
154708,549942,47590B,PINK HAPPY BIRTHDAY BUNTING,12,13-04-2011 12:04,5.45,12971.0,United Kingdom,2011-04-13,65.4
154710,549943,79321,CHILLI LIGHTS,1,13-04-2011 12:09,5.75,13544.0,United Kingdom,2011-04-13,5.75
154759,549944,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,13-04-2011 12:23,3.75,14262.0,United Kingdom,2011-04-13,15.0
154777,549946,21845,DAIRY MAID STRIPE MUG,6,13-04-2011 12:44,0.79,17819.0,United Kingdom,2011-04-13,4.74
154780,549947,21625,VINTAGE UNION JACK APRON,3,13-04-2011 12:47,6.95,18260.0,United Kingdom,2011-04-13,20.85
154800,549949,84879,ASSORTED COLOUR BIRD ORNAMENT,10,13-04-2011 12:57,1.69,13208.0,United Kingdom,2011-04-13,16.9
154836,549951,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,13-04-2011 12:57,8.95,13134.0,United Kingdom,2011-04-13,53.699999999999996
154917,549954,20751,FUNKY WASHING UP GLOVES ASSORTED,1,13-04-2011 13:25,2.1,13700.0,United Kingdom,2011-04-13,2.1
154938,549956,22151,PLACE SETTING WHITE HEART,192,13-04-2011 13:42,0.42,14898.0,United Kingdom,2011-04-13,80.64
154944,549957,20685,DOORMAT RED RETROSPOT,2,13-04-2011 13:45,7.95,13539.0,United Kingdom,2011-04-13,15.9
154954,549958,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,13-04-2011 13:47,1.65,17589.0,United Kingdom,2011-04-13,1.65
155025,549959,22560,TRADITIONAL MODELLING CLAY,24,13-04-2011 13:47,1.25,16097.0,United Kingdom,2011-04-13,30.0
155036,549961,22423,REGENCY CAKESTAND 3 TIER,2,13-04-2011 13:51,12.75,16652.0,United Kingdom,2011-04-13,25.5
155038,549964,22120,WELCOME  WOODEN BLOCK LETTERS,3,13-04-2011 14:12,9.95,13122.0,United Kingdom,2011-04-13,29.849999999999998
155092,549965,22491,PACK OF 12 COLOURED PENCILS,60,13-04-2011 14:17,0.85,16966.0,United Kingdom,2011-04-13,51.0
155100,549966,22285,HANGING HEN ON NEST DECORATION,12,13-04-2011 14:17,1.65,16224.0,United Kingdom,2011-04-13,19.799999999999997
155130,549967,82600,NO SINGING METAL SIGN,48,13-04-2011 14:21,1.85,17873.0,United Kingdom,2011-04-13,88.80000000000001
155139,549969,23201,JUMBO BAG ALPHABET,100,13-04-2011 14:24,1.65,13408.0,United Kingdom,2011-04-13,165.0
155144,549970,22371,AIRLINE BAG VINTAGE TOKYO 78,1,13-04-2011 14:25,4.25,15026.0,United Kingdom,2011-04-13,4.25
155150,549971,23206,LUNCH BAG APPLE DESIGN,20,13-04-2011 14:25,1.65,13408.0,United Kingdom,2011-04-13,33.0
155151,549972,22745,POPPY'S PLAYHOUSE BEDROOM ,6,13-04-2011 14:27,2.1,13408.0,United Kingdom,2011-04-13,12.600000000000001
155161,549974,22060,LARGE CAKE STAND HANGING HEARTS,8,13-04-2011 14:31,3.95,17746.0,United Kingdom,2011-04-13,31.6
155167,549975,21624,VINTAGE UNION JACK DOORSTOP,3,13-04-2011 14:38,5.95,16175.0,United Kingdom,2011-04-13,17.85
155182,549976,21577,SAVE THE PLANET COTTON TOTE BAG,6,13-04-2011 14:39,2.25,15855.0,United Kingdom,2011-04-13,13.5
155190,549977,23201,JUMBO BAG ALPHABET,10,13-04-2011 14:54,2.08,14810.0,United Kingdom,2011-04-13,20.8
155210,549978,22084,PAPER CHAIN KIT EMPIRE,18,13-04-2011 15:00,2.95,14834.0,United Kingdom,2011-04-13,53.1
155221,549979,46000M,POLYESTER FILLER PAD 45x45cm,20,13-04-2011 15:06,1.55,17511.0,United Kingdom,2011-04-13,31.0
155222,549980,21563,RED HEART SHAPE LOVE BUCKET ,2,13-04-2011 15:36,2.95,14062.0,United Kingdom,2011-04-13,5.9
155234,549981,M,Manual,6,13-04-2011 15:49,0.39,16348.0,United Kingdom,2011-04-13,2.34
155286,549982,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,13-04-2011 15:52,0.85,17091.0,United Kingdom,2011-04-13,8.5
155313,549983,46000S,POLYESTER FILLER PAD 40x40cm,2,13-04-2011 15:55,1.45,16348.0,United Kingdom,2011-04-13,2.9
155343,549984,22993,SET OF 4 PANTRY JELLY MOULDS,12,13-04-2011 15:57,1.25,15147.0,United Kingdom,2011-04-13,15.0
155371,549985,22906,12 MESSAGE CARDS WITH ENVELOPES,12,13-04-2011 15:58,1.65,15640.0,United Kingdom,2011-04-13,19.799999999999997
155422,549988,22084,PAPER CHAIN KIT EMPIRE,12,13-04-2011 16:43,2.95,14367.0,United Kingdom,2011-04-13,35.400000000000006
155447,549989,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,13-04-2011 16:58,4.25,13221.0,United Kingdom,2011-04-13,8.5
155478,549990,48129,DOORMAT TOPIARY,2,13-04-2011 17:31,7.95,16678.0,United Kingdom,2011-04-13,15.9
155488,549991,22960,JAM MAKING SET WITH JARS,12,14-04-2011 08:13,3.75,18229.0,United Kingdom,2011-04-14,45.0
155496,549992,23206,LUNCH BAG APPLE DESIGN,30,14-04-2011 08:14,1.65,17669.0,United Kingdom,2011-04-14,49.5
155503,549993,22993,SET OF 4 PANTRY JELLY MOULDS,24,14-04-2011 08:26,1.25,14057.0,United Kingdom,2011-04-14,30.0
155514,549994,23199,JUMBO BAG APPLES,10,14-04-2011 08:27,2.08,14057.0,United Kingdom,2011-04-14,20.8
155516,549995,22993,SET OF 4 PANTRY JELLY MOULDS,12,14-04-2011 08:32,1.25,16131.0,United Kingdom,2011-04-14,15.0
155540,549996,23158,SET OF 5 LUCKY CAT MAGNETS ,12,14-04-2011 08:45,2.08,15189.0,United Kingdom,2011-04-14,24.96
155542,549997,22699,ROSES REGENCY TEACUP AND SAUCER ,24,14-04-2011 08:46,2.55,15189.0,United Kingdom,2011-04-14,61.199999999999996
155545,549998,84879,ASSORTED COLOUR BIRD ORNAMENT,64,14-04-2011 08:49,1.69,17675.0,United Kingdom,2011-04-14,108.16
155556,549999,22960,JAM MAKING SET WITH JARS,6,14-04-2011 09:09,4.25,15813.0,United Kingdom,2011-04-14,25.5
155585,550000,22501,PICNIC BASKET WICKER LARGE,2,14-04-2011 09:18,9.95,17058.0,United Kingdom,2011-04-14,19.9
155620,550001,22741,FUNKY DIVA PEN,48,14-04-2011 09:28,0.85,17704.0,United Kingdom,2011-04-14,40.8
155638,550003,84978,HANGING HEART JAR T-LIGHT HOLDER,72,14-04-2011 09:43,1.06,14428.0,United Kingdom,2011-04-14,76.32000000000001
155651,550005,23199,JUMBO BAG APPLES,100,14-04-2011 09:58,1.65,17677.0,United Kingdom,2011-04-14,165.0
155653,550006,22788,BROCANTE COAT RACK,2,14-04-2011 10:10,9.95,17841.0,United Kingdom,2011-04-14,19.9
155707,550007,23199,JUMBO BAG APPLES,100,14-04-2011 10:13,1.65,15125.0,United Kingdom,2011-04-14,165.0
155711,550008,84795B,SUNSET CHECK HAMMOCK,2,14-04-2011 10:17,7.95,15570.0,United Kingdom,2011-04-14,15.9
155749,550015,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,14-04-2011 10:54,1.65,17735.0,United Kingdom,2011-04-14,19.799999999999997
155799,550016,22241,GARLAND WOODEN HAPPY EASTER,12,14-04-2011 10:54,1.25,15416.0,United Kingdom,2011-04-14,15.0
155837,550017,21843,RED RETROSPOT CAKE STAND,2,14-04-2011 11:07,10.95,17865.0,United Kingdom,2011-04-14,21.9
155859,550025,22698,PINK REGENCY TEACUP AND SAUCER,48,14-04-2011 11:19,2.55,17315.0,United Kingdom,2011-04-14,122.39999999999999
155869,550030,22384,LUNCH BAG PINK POLKADOT,2,14-04-2011 11:28,1.65,17315.0,United Kingdom,2011-04-14,3.3
155871,550031,85099F,JUMBO BAG STRAWBERRY,100,14-04-2011 11:32,1.79,13629.0,United Kingdom,2011-04-14,179.0
155875,550032,21090,SET/6 COLLAGE PAPER PLATES,24,14-04-2011 11:39,0.39,15139.0,United Kingdom,2011-04-14,9.36
155880,550033,21034,REX CASH+CARRY JUMBO SHOPPER,3,14-04-2011 11:45,0.95,15005.0,United Kingdom,2011-04-14,2.8499999999999996
155915,550034,22831,WHITE BROCANTE SOAP DISH,12,14-04-2011 11:48,2.95,16187.0,United Kingdom,2011-04-14,35.400000000000006
155953,550035,22386,JUMBO BAG PINK POLKADOT,10,14-04-2011 11:48,2.08,15039.0,United Kingdom,2011-04-14,20.8
156006,550052,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,14-04-2011 12:00,2.08,17068.0,United Kingdom,2011-04-14,20.8
156031,550054,85099B,JUMBO BAG RED RETROSPOT,10,14-04-2011 12:00,2.08,14040.0,United Kingdom,2011-04-14,20.8
156036,550057,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,14-04-2011 12:01,0.65,14606.0,United Kingdom,2011-04-14,5.2
156059,550071,22996,TRAVEL CARD WALLET VINTAGE TICKET,24,14-04-2011 12:12,0.42,16735.0,United Kingdom,2011-04-14,10.08
156082,550106,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,14-04-2011 12:31,3.25,13772.0,United Kingdom,2011-04-14,3.25
156118,550120,22467,GUMBALL COAT RACK,6,14-04-2011 12:35,2.55,17071.0,United Kingdom,2011-04-14,15.299999999999999
156128,550121,22148,EASTER CRAFT 4 CHICKS ,12,14-04-2011 12:38,1.95,15271.0,United Kingdom,2011-04-14,23.4
156136,550122,22604,SET OF 4 NAPKIN CHARMS CUTLERY,192,14-04-2011 12:39,2.1,12931.0,United Kingdom,2011-04-14,403.20000000000005
156189,550124,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,14-04-2011 12:41,4.95,12853.0,United Kingdom,2011-04-14,29.700000000000003
156205,550125,47566,PARTY BUNTING,8,14-04-2011 12:42,4.95,13317.0,United Kingdom,2011-04-14,39.6
156228,550126,23199,JUMBO BAG APPLES,10,14-04-2011 12:43,1.95,12853.0,United Kingdom,2011-04-14,19.5
156245,550129,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,14-04-2011 13:17,1.25,13001.0,United Kingdom,2011-04-14,30.0
156263,550130,84997D,CHILDRENS CUTLERY POLKADOT PINK,2,14-04-2011 13:17,4.15,14390.0,United Kingdom,2011-04-14,8.3
156319,550131,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,14-04-2011 13:27,3.95,15935.0,United Kingdom,2011-04-14,15.8
156330,550132,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,14-04-2011 13:33,7.95,16933.0,United Kingdom,2011-04-14,15.9
156351,550134,21212,PACK OF 72 RETROSPOT CAKE CASES,24,14-04-2011 13:50,0.55,16249.0,United Kingdom,2011-04-14,13.200000000000001
156373,550135,84997B,CHILDRENS CUTLERY RETROSPOT RED ,288,14-04-2011 13:52,3.39,15769.0,United Kingdom,2011-04-14,976.32
156375,550136,22432,WATERING CAN PINK BUNNY,12,14-04-2011 13:56,1.95,16957.0,United Kingdom,2011-04-14,23.4
156444,550138,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,3,14-04-2011 14:02,1.25,12841.0,United Kingdom,2011-04-14,3.75
156472,550144,23051,RECYCLED ACAPULCO MAT BLUE,1,14-04-2011 14:14,8.25,16520.0,United Kingdom,2011-04-14,8.25
156558,550148,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,14-04-2011 14:36,2.95,16882.0,United Kingdom,2011-04-14,11.8
156572,550149,21394,RED POLKADOT BEAKER ,12,14-04-2011 14:37,0.39,13069.0,United Kingdom,2011-04-14,4.68
156593,550150,47566B,TEA TIME PARTY BUNTING,12,14-04-2011 14:39,4.95,15230.0,United Kingdom,2011-04-14,59.400000000000006
156594,550151,22423,REGENCY CAKESTAND 3 TIER,11,14-04-2011 14:41,12.75,13089.0,United Kingdom,2011-04-14,140.25
156595,550152,22292,HANGING CHICK  YELLOW DECORATION,5,14-04-2011 14:43,1.45,17362.0,United Kingdom,2011-04-14,7.25
156619,550154,22090,PAPER BUNTING RETROSPOT,10,14-04-2011 14:45,2.95,13069.0,United Kingdom,2011-04-14,29.5
156622,550155,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,14-04-2011 14:54,3.75,14198.0,United Kingdom,2011-04-14,15.0
156634,550156,22563,HAPPY STENCIL CRAFT,144,14-04-2011 15:02,1.06,17381.0,United Kingdom,2011-04-14,152.64000000000001
156638,550157,23208,LUNCH BAG VINTAGE LEAF DESIGN,6,14-04-2011 15:26,1.65,16393.0,United Kingdom,2011-04-14,9.899999999999999
156657,550158,22502,PICNIC BASKET WICKER SMALL,4,14-04-2011 15:39,5.95,13989.0,United Kingdom,2011-04-14,23.8
156680,550159,21874,GIN AND TONIC MUG,12,14-04-2011 15:46,1.25,14062.0,United Kingdom,2011-04-14,15.0
156694,550160,22084,PAPER CHAIN KIT EMPIRE,40,14-04-2011 15:46,2.55,17930.0,United Kingdom,2011-04-14,102.0
156699,550161,22570,FELTCRAFT CUSHION RABBIT,8,14-04-2011 15:58,3.75,14154.0,United Kingdom,2011-04-14,30.0
156727,550163,84991,60 TEATIME FAIRY CAKE CASES,24,14-04-2011 16:26,0.55,14154.0,United Kingdom,2011-04-14,13.200000000000001
156760,550164,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,144,14-04-2011 16:31,0.79,13590.0,United Kingdom,2011-04-14,113.76
156770,550167,22992,REVOLVER WOODEN RULER ,12,14-04-2011 16:38,1.95,14206.0,United Kingdom,2011-04-14,23.4
156790,550169,22906,12 MESSAGE CARDS WITH ENVELOPES,1,14-04-2011 16:41,1.65,14482.0,United Kingdom,2011-04-14,1.65
156809,550173,22303,COFFEE MUG APPLES DESIGN,12,14-04-2011 16:58,2.55,15235.0,United Kingdom,2011-04-14,30.599999999999998
156851,550179,21703,BAG 125g SWIRLY MARBLES,12,14-04-2011 17:29,0.42,15220.0,United Kingdom,2011-04-14,5.04
156864,550180,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,14-04-2011 17:33,6.95,14163.0,United Kingdom,2011-04-14,13.9
156902,550182,22855,FINE WICKER HEART ,12,14-04-2011 17:44,1.25,18198.0,United Kingdom,2011-04-14,15.0
156908,550183,22423,REGENCY CAKESTAND 3 TIER,2,14-04-2011 17:58,12.75,14105.0,United Kingdom,2011-04-14,25.5
156982,550184,23078,ICE CREAM PEN LIP GLOSS ,24,14-04-2011 18:02,1.25,17601.0,United Kingdom,2011-04-14,30.0
156991,550185,22622,BOX OF VINTAGE ALPHABET BLOCKS,3,14-04-2011 18:22,11.95,17142.0,United Kingdom,2011-04-14,35.849999999999994
157006,550186,21871,SAVE THE PLANET MUG,12,14-04-2011 18:28,1.25,14051.0,United Kingdom,2011-04-14,15.0
157043,550189,85186A,EASTER BUNNY GARLAND OF FLOWERS,7,14-04-2011 19:15,0.42,13230.0,United Kingdom,2011-04-14,2.94
157066,550190,22653,BUTTON BOX ,10,14-04-2011 19:16,1.95,15135.0,United Kingdom,2011-04-14,19.5
157075,550191,22832,BROCANTE SHELF WITH HOOKS,2,14-04-2011 19:59,10.75,16806.0,United Kingdom,2011-04-14,21.5
157106,550193,85132B,CHARLIE AND LOLA TABLE TINS,12,15-04-2011 09:27,1.95,13952.0,United Kingdom,2011-04-15,23.4
157199,550194,20724,RED RETROSPOT CHARLOTTE BAG,10,15-04-2011 09:43,0.85,15270.0,United Kingdom,2011-04-15,8.5
157210,550196,23178,JAM CLOCK MAGNET,1,15-04-2011 10:09,2.89,14796.0,United Kingdom,2011-04-15,2.89
157274,550197,21792,CLASSIC FRENCH STYLE BASKET GREEN ,2,15-04-2011 10:14,3.95,15581.0,United Kingdom,2011-04-15,7.9
157278,550198,82482,WOODEN PICTURE FRAME WHITE FINISH,12,15-04-2011 10:19,2.55,13120.0,United Kingdom,2011-04-15,30.599999999999998
157279,550199,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,15-04-2011 10:20,0.85,16523.0,United Kingdom,2011-04-15,10.2
157297,550200,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,15-04-2011 10:21,1.65,16523.0,United Kingdom,2011-04-15,16.5
157331,550202,21422,PORCELAIN ROSE SMALL,16,15-04-2011 10:27,0.85,13090.0,United Kingdom,2011-04-15,13.6
157971,550216,22084,PAPER CHAIN KIT EMPIRE,12,15-04-2011 11:06,2.95,13516.0,United Kingdom,2011-04-15,35.400000000000006
157978,550218,85152,HAND OVER THE CHOCOLATE   SIGN ,24,15-04-2011 11:15,2.1,14408.0,United Kingdom,2011-04-15,50.400000000000006
157985,550242,47566,PARTY BUNTING,4,15-04-2011 11:31,4.95,13117.0,United Kingdom,2011-04-15,19.8
157996,550250,21955,DOORMAT UNION JACK GUNS AND ROSES,4,15-04-2011 11:36,7.95,18171.0,United Kingdom,2011-04-15,31.8
158008,550251,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,15-04-2011 11:44,0.85,14323.0,United Kingdom,2011-04-15,10.2
158027,550255,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,15-04-2011 11:47,2.95,13468.0,United Kingdom,2011-04-15,17.700000000000003
158036,550264,20978,36 PENCILS TUBE SKULLS,16,15-04-2011 12:05,1.25,13426.0,United Kingdom,2011-04-15,20.0
158047,550265,72741,GRAND CHOCOLATECANDLE,18,15-04-2011 12:10,1.45,17572.0,United Kingdom,2011-04-15,26.099999999999998
158051,550272,22710,WRAP I LOVE LONDON ,200,15-04-2011 12:14,0.34,18079.0,United Kingdom,2011-04-15,68.0
158080,550274,16237,SLEEPING CAT ERASERS,30,15-04-2011 12:23,0.21,15498.0,United Kingdom,2011-04-15,6.3
158103,550275,23201,JUMBO BAG ALPHABET,10,15-04-2011 12:35,1.95,13993.0,United Kingdom,2011-04-15,19.5
158118,550276,22041,"RECORD FRAME 7"" SINGLE SIZE ",24,15-04-2011 12:48,2.55,12989.0,United Kingdom,2011-04-15,61.199999999999996
158218,550279,22520,CHILDS GARDEN TROWEL BLUE ,1,15-04-2011 13:16,0.85,14700.0,United Kingdom,2011-04-15,0.85
158258,550280,21389,IVORY HANGING DECORATION  BIRD,10,15-04-2011 13:31,0.85,13048.0,United Kingdom,2011-04-15,8.5
158297,550282,22176,BLUE OWL SOFT TOY,6,15-04-2011 13:56,2.95,16686.0,United Kingdom,2011-04-15,17.700000000000003
158306,550283,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,15-04-2011 14:05,2.95,18094.0,United Kingdom,2011-04-15,17.700000000000003
158336,550285,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,15-04-2011 14:14,2.95,15249.0,United Kingdom,2011-04-15,17.700000000000003
158354,550286,47566,PARTY BUNTING,12,15-04-2011 14:14,4.95,15027.0,United Kingdom,2011-04-15,59.400000000000006
158362,550287,22831,WHITE BROCANTE SOAP DISH,6,15-04-2011 14:15,2.95,14211.0,United Kingdom,2011-04-15,17.700000000000003
158371,550288,22969,HOMEMADE JAM SCENTED CANDLES,12,15-04-2011 14:21,1.45,17367.0,United Kingdom,2011-04-15,17.4
158405,550289,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,15-04-2011 14:32,3.95,13880.0,United Kingdom,2011-04-15,15.8
158423,550290,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,12,15-04-2011 14:45,0.85,15246.0,United Kingdom,2011-04-15,10.2
158444,550291,21622,VINTAGE UNION JACK CUSHION COVER,4,15-04-2011 15:17,4.95,13720.0,United Kingdom,2011-04-15,19.8
158453,550292,84795B,SUNSET CHECK HAMMOCK,1,15-04-2011 15:31,7.95,14527.0,United Kingdom,2011-04-15,7.95
158460,550296,22191,IVORY DINER WALL CLOCK,1,15-04-2011 15:54,8.5,13742.0,United Kingdom,2011-04-15,8.5
158477,550297,23052,RECYCLED ACAPULCO MAT TURQUOISE,3,15-04-2011 15:58,8.25,14056.0,United Kingdom,2011-04-15,24.75
158518,550298,20668,DISCO BALL CHRISTMAS DECORATION,1,15-04-2011 16:11,0.12,17346.0,United Kingdom,2011-04-15,0.12
158556,550299,22760,"TRAY, BREAKFAST IN BED",12,15-04-2011 16:46,12.75,17389.0,United Kingdom,2011-04-15,153.0
158580,550301,85194L,HANGING SPRING FLOWER EGG LARGE,36,17-04-2011 10:15,0.85,17243.0,United Kingdom,2011-04-17,30.599999999999998
158623,550303,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,17-04-2011 10:21,1.25,18213.0,United Kingdom,2011-04-17,15.0
158638,550304,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,17-04-2011 10:27,4.15,14092.0,United Kingdom,2011-04-17,16.6
158655,550305,23009,I LOVE LONDON BABY GIFT SET,1,17-04-2011 10:27,16.95,17920.0,United Kingdom,2011-04-17,16.95
158681,550307,22698,PINK REGENCY TEACUP AND SAUCER,24,17-04-2011 10:56,2.55,13854.0,United Kingdom,2011-04-17,61.199999999999996
158685,550308,85099B,JUMBO BAG RED RETROSPOT,200,17-04-2011 10:57,1.79,17029.0,United Kingdom,2011-04-17,358.0
158686,550309,21922,UNION STRIPE WITH FRINGE  HAMMOCK,12,17-04-2011 10:59,6.95,13220.0,United Kingdom,2011-04-17,83.4
158687,550310,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,17-04-2011 11:04,0.85,15985.0,United Kingdom,2011-04-17,20.4
158714,550311,21742,LARGE ROUND WICKER PLATTER ,1,17-04-2011 11:04,5.95,16728.0,United Kingdom,2011-04-17,5.95
158743,550312,84879,ASSORTED COLOUR BIRD ORNAMENT,36,17-04-2011 11:18,1.69,13089.0,United Kingdom,2011-04-17,60.839999999999996
158787,550314,82486,WOOD S/3 CABINET ANT WHITE FINISH,1,17-04-2011 11:30,8.95,16905.0,United Kingdom,2011-04-17,8.95
158805,550315,22652,TRAVEL SEWING KIT,20,17-04-2011 11:44,1.65,17990.0,United Kingdom,2011-04-17,33.0
158822,550316,22748,POPPY'S PLAYHOUSE KITCHEN,12,17-04-2011 11:45,2.1,16193.0,United Kingdom,2011-04-17,25.200000000000003
158841,550317,22621,TRADITIONAL KNITTING NANCY,12,17-04-2011 11:56,1.65,15172.0,United Kingdom,2011-04-17,19.799999999999997
158866,550318,22443,GROW YOUR OWN HERBS SET OF 3,1,17-04-2011 12:25,7.95,16085.0,United Kingdom,2011-04-17,7.95
158895,550319,21181,PLEASE ONE PERSON METAL SIGN,4,17-04-2011 12:37,2.1,14524.0,United Kingdom,2011-04-17,8.4
158909,550320,21382,SET/4 SPRING FLOWER DECORATION,3,17-04-2011 12:37,2.95,12748.0,United Kingdom,2011-04-17,8.850000000000001
158998,550321,21684,SMALL MEDINA STAMPED METAL BOWL ,2,17-04-2011 12:49,0.85,16770.0,United Kingdom,2011-04-17,1.7
159036,550322,21558,SKULL LUNCH BOX WITH CUTLERY ,1,17-04-2011 12:53,2.55,14524.0,United Kingdom,2011-04-17,2.55
159070,550323,22839,3 TIER CAKE TIN GREEN AND CREAM,1,17-04-2011 12:57,14.95,13692.0,United Kingdom,2011-04-17,14.95
159101,550324,22178,VICTORIAN GLASS HANGING T-LIGHT,24,17-04-2011 13:02,1.25,12997.0,United Kingdom,2011-04-17,30.0
159119,550325,22423,REGENCY CAKESTAND 3 TIER,2,17-04-2011 13:04,12.75,15745.0,United Kingdom,2011-04-17,25.5
159137,550326,22509,SEWING BOX RETROSPOT DESIGN ,1,17-04-2011 13:05,16.95,14532.0,United Kingdom,2011-04-17,16.95
159157,550327,21668,RED STRIPE CERAMIC DRAWER KNOB,24,17-04-2011 13:07,1.25,12878.0,United Kingdom,2011-04-17,30.0
159185,550328,22616,PACK OF 12 LONDON TISSUES ,6,17-04-2011 13:18,0.29,17582.0,United Kingdom,2011-04-17,1.7399999999999998
159214,550329,22584,PACK OF 6 PANNETONE GIFT BOXES,6,17-04-2011 13:20,2.55,13951.0,United Kingdom,2011-04-17,15.299999999999999
159234,550330,22938,CUPCAKE LACE PAPER SET 6,12,17-04-2011 13:27,1.95,15827.0,United Kingdom,2011-04-17,23.4
159237,550331,21383,PACK OF 12 STICKY BUNNIES,1,17-04-2011 13:43,0.65,15555.0,United Kingdom,2011-04-17,0.65
159336,550332,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",2,17-04-2011 13:53,0.85,13474.0,United Kingdom,2011-04-17,1.7
159400,550333,22423,REGENCY CAKESTAND 3 TIER,3,17-04-2011 14:05,12.75,15410.0,United Kingdom,2011-04-17,38.25
159422,550334,20685,DOORMAT RED RETROSPOT,3,17-04-2011 14:09,7.95,17320.0,United Kingdom,2011-04-17,23.85
159448,550335,22084,PAPER CHAIN KIT EMPIRE,1,17-04-2011 14:36,2.95,15535.0,United Kingdom,2011-04-17,2.95
159460,550336,22798,ANTIQUE GLASS DRESSING TABLE POT,8,17-04-2011 14:55,2.95,13089.0,United Kingdom,2011-04-17,23.6
159469,550337,22664,TOY TIDY DOLLY GIRL DESIGN,1,17-04-2011 15:29,2.1,18037.0,United Kingdom,2011-04-17,2.1
159474,550339,21896,POTTING SHED TWINE,6,17-04-2011 15:40,2.1,17697.0,United Kingdom,2011-04-17,12.600000000000001
159493,550340,84978,HANGING HEART JAR T-LIGHT HOLDER,12,17-04-2011 15:53,1.25,13695.0,United Kingdom,2011-04-17,15.0
159498,550341,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,17-04-2011 15:53,1.65,13018.0,United Kingdom,2011-04-17,16.5
159517,550342,22644,CERAMIC CHERRY CAKE MONEY BANK,12,17-04-2011 15:55,1.45,13018.0,United Kingdom,2011-04-17,17.4
159542,550343,22090,PAPER BUNTING RETROSPOT,40,17-04-2011 15:56,2.55,12971.0,United Kingdom,2011-04-17,102.0
159561,550345,22423,REGENCY CAKESTAND 3 TIER,4,18-04-2011 09:06,12.75,15304.0,United Kingdom,2011-04-18,51.0
159562,550346,22607,WOODEN ROUNDERS GARDEN SET ,2,18-04-2011 09:31,9.95,16639.0,United Kingdom,2011-04-18,19.9
159576,550347,22432,WATERING CAN PINK BUNNY,6,18-04-2011 09:33,1.95,14227.0,United Kingdom,2011-04-18,11.7
159593,550348,21136,PAINTED METAL PEARS ASSORTED,16,18-04-2011 09:38,1.69,16947.0,United Kingdom,2011-04-18,27.04
159615,550350,21622,VINTAGE UNION JACK CUSHION COVER,4,18-04-2011 10:04,4.95,15491.0,United Kingdom,2011-04-18,19.8
159661,550351,84978,HANGING HEART JAR T-LIGHT HOLDER,12,18-04-2011 10:20,1.25,15491.0,United Kingdom,2011-04-18,15.0
159675,550352,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,18-04-2011 10:21,0.42,16719.0,United Kingdom,2011-04-18,10.5
159713,550357,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,18-04-2011 10:35,2.95,16617.0,United Kingdom,2011-04-18,53.1
